Recall,FP_h,TP,FP,evaluator,th,enc_name,sname
0.18668971477960242,43.6629711751663,216,1094,eval_at,0.7151263642311094,OceanBEATs_fixed_valref,kNN_z
0.18236819360414866,43.383592017738366,211,1087,eval_at,0.7348266929388044,OceanBEATs_fixed_valref,kNN_z
0.18236819360414866,43.144124168514416,211,1081,eval_at,0.7552422642707824,OceanBEATs_fixed_valref,kNN_z
0.1797752808988764,42.745011086474506,208,1071,eval_at,0.776385068297386,OceanBEATs_fixed_valref,kNN_z
0.1780466724286949,42.705099778270515,206,1070,eval_at,0.7998047137260436,OceanBEATs_fixed_valref,kNN_z
0.1780466724286949,42.106430155210646,206,1055,eval_at,0.8196497684717178,OceanBEATs_fixed_valref,kNN_z
0.17545375972342264,41.667405764966745,203,1044,eval_at,0.8403351306915282,OceanBEATs_fixed_valref,kNN_z
0.1780466724286949,41.747228381374725,206,1046,eval_at,0.8612132027745243,OceanBEATs_fixed_valref,kNN_z
0.1694036300777874,41.148558758314856,196,1031,eval_at,0.8798397737741467,OceanBEATs_fixed_valref,kNN_z
0.1676750216076059,40.669623059866964,194,1019,eval_at,0.8993784525990486,OceanBEATs_fixed_valref,kNN_z
0.1694036300777874,40.43015521064302,196,1013,eval_at,0.9178377449512484,OceanBEATs_fixed_valref,kNN_z
0.16421780466724287,39.75166297117517,190,996,eval_at,0.9387111556529998,OceanBEATs_fixed_valref,kNN_z
0.16076058772687987,39.03325942350333,186,978,eval_at,0.9611489921808243,OceanBEATs_fixed_valref,kNN_z
0.16076058772687987,39.23281596452328,186,983,eval_at,0.9815641617774967,OceanBEATs_fixed_valref,kNN_z
0.15730337078651685,39.19290465631929,182,982,eval_at,1.002511749267578,OceanBEATs_fixed_valref,kNN_z
0.15038893690579083,38.55432372505543,174,966,eval_at,1.0230742704868316,OceanBEATs_fixed_valref,kNN_z
0.14779602420051857,38.55432372505543,171,966,eval_at,1.0437960648536688,OceanBEATs_fixed_valref,kNN_z
0.14606741573033707,38.31485587583149,169,960,eval_at,1.0675197601318358,OceanBEATs_fixed_valref,kNN_z
0.14433880726015558,37.95565410199557,167,951,eval_at,1.0889075708389282,OceanBEATs_fixed_valref,kNN_z
